Bill Name,Summary,Representative,Committee,Preamble,Word Link
H. 3124,Fentanyl,,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 44-53-370, RELATING TO CONTROLLED SUBSTANCE PROHIBITIONS, SO AS TO CREATE CRIMINAL PENALTIES ASSOCIATED WITH THE INTENTIONAL OR UNINTENTIONAL EXPOSURE OF FIRST RESPONDERS TO FENTANYL OR FENTANYL-RELATED SUBSTANCES IN THE COURSE OF PERFORMING OFFICIAL DUTIES, WITH EXCEPTIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3124.docx
H. 3125,Elimination of individual income tax,Rep. Pace,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 12-6-511 SO AS TO ELIMINATE THE IMPOSITION OF THE INCOME TAX ON INDIVIDUALS, ESTATES, AND TRUSTS; BY REPEALING SECTION 12-6-510 RELATING TO TAX RATES FOR INDIVIDUALS, ESTATES, AND TRUSTS; BY REPEALING SECTION 12-6-515 RELATING TO INCOME TAX BRACKETS; BY REPEALING SECTION 12-6-520 RELATING TO ANNUAL ADJUSTMENTS TO INCOME TAX BRACKETS; AND BY REPEALING SECTION 12-6-545 RELATING TO INCOME TAX RATES FOR PASS-THROUGH TRADE AND BUSINESS INCOME.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3125.docx
H. 3126,SC Dept. of Law Enforcement and Public Safety; created,Rep. Pope,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING CHAPTER 2 TO TITLE 23 SO AS TO CREATE THE ""SOUTH CAROLINA DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY""; BY AMENDING SECTION 1-3-240, RELATING TO THE REMOVAL OF CERTAIN STATE OFFICERS BY THE GOVERNOR, SO AS TO DELETE THE TERM ""DIRECTOR OF THE DEPARTMENT OF PUBLIC SAFETY"" AND REPLACE IT WITH THE TERM ""DIRECTOR OF THE DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY""; BY AMENDING SECTION 1-7-920, RELATING TO THE MEMBERS OF THE COMMISSION ON PROSECUTION COORDINATION, SO AS TO DELETE THE TERM ""DIRECTOR OF THE DEPARTMENT OF PUBLIC SAFETY"" AND REPLACE IT WITH THE TERM ""DIRECTOR OF THE DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY""; BY AMENDING SECTION 1-30-10, RELATING TO THE DEPARTMENTS OF STATE GOVERNMENT, SO AS TO DELETE THE TERM ""DEPARTMENT OF PUBLIC SAFETY"" AND REPLACE IT WITH THE TERM ""DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY""; BY AMENDING SECTION 1-30-90, RELATING TO THE DEPARTMENT OF PUBLIC SAFETY, SO AS TO SUBSTITUTE THE TERM ""DIVISION OF PUBLIC SAFETY"" FOR THE TERM ""DEPARTMENT OF PUBLIC SAFETY""; BY AMENDING SECTION 2-13-240, RELATING TO THE DISTRIBUTION OF THE SOUTH CAROLINA CODE OF LAWS TO VARIOUS ENTITIES, SO AS TO DELETE THE TERM ""DEPARTMENT OF PUBLIC SAFETY"" AND REPLACE IT WITH THE TERM ""DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY""; BY AMENDING SECTIONS 5-3-90, 5-7-110, 9-11-180, 10-11-80, 11-35-710, 12-28-1910, 12-28-2325, 13-7-70, 13-7-160, 14-1-206, 14-1-207, 14-1-208, 14-1-212, 17-22-350, 23-1-230, AND 23-1-240, RELATING TO THE SCOPE OF THE PROVISIONS THAT PROVIDE FOR THE STRUCTURE, ORGANIZATION, POWERS, AND DUTIES OF MUNICIPAL GOVERNMENTS, THE DEPARTMENT OF PUBLIC SAFETY'S CONTRIBUTIONS INTO THE STATE RETIREMENT SYSTEM ON BEHALF OF ACTIVE HIGHWAY PATROL MEMBER EMPLOYEES, PARKING ON CERTAIN STATE PARKING LOTS, STATE PROCUREMENT CODE EXEMPTIONS, THE INSPECTION OF FUEL AND SHIPPING PAPERS, LAW ENFORCEMENT ASSISTANCE PROVIDED TO THE DEPARTMENT OF REVENUE BY THE DEPARTMENT OF PUBLIC SAFETY, PAYING TAXES AND THE DELEGATION OF COLLECTION OF TAXES, RULES AND REGULATIONS REGARDING THE TRANSPORTATION OF MATERIALS, REGULATIONS RELATING TO THE TRANSPORTATION OF NUCLEAR MATERIALS, COURT ASSESSMENTS AND SURCHARGES, TRAFFIC EDUCATION PROGRAM FEES, THE USE OF BODY-WORN CAMERAS, AND THE FIRST RESPONDERS ADVISORY COMMITTEE, ALL SO AS TO DELETE THE TERM ""DEPARTMENT OF PUBLIC SAFETY"" AND REPLACE IT WITH THE TERM ""DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY,"" OR ""DIVISION OF PUBLIC SAFETY""; BY AMENDING CHAPTER 6, TITLE 23, RELATING TO THE ESTABLISHMENT OF THE DEPARTMENT OF PUBLIC SAFETY, SO AS TO REESTABLISH IT AS A DIVISION OF THE DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY; BY AMENDING SECTIONS 23-23-30, 23-25-20, 36-9-410, 38-55-530, 38-55-570, 38-77-1120, 39-9-230,  43-5-1250, 44-4-130, 54-17-60, 56-1-190, 56-1-286, 56-1-460, 56-1-1320, 56-1-1760, 56-1-2220, 56-1-2230, 56-3-662, 56-3-663, 56-3-840, 56-3-8710, 56-5-330, 56-5-380, 56-5-765, 56-5-1270, 56-5-1300, 56-5-1320, 56-5-1330, 56-5-1340, 56-5-1350, 56-5-1520, 56-5-1535, 56-5-2930, 56-5-2933, 56-5-2945, 56-5-2951, 56-5-2953, 56-5-3660, 56-5-3670, 56-5-3680, 56-5-3690, 56-5-3890, 56-5-3900, 56-5-4010, 56-5-4030, 56-5-4035, 56-5-4070, 56-5-4075, 56-5-4140, 56-5-4160, 56-5-4170, 56-5-4240, 56-5-4630, 56-5-4840, 56-5-4880, 56-5-4970, 56-5-5015, 56-5-5080, 56-5-5120, 56-5-5140, 56-5-5810, 56-5-5870, 56-5-5880, 56-5-6170, 56-5-6525, 56-5-6560, 56-5-6565, 56-7-10, 56-7-12, 56-7-30, 56-9-350, 56-10-45, 56-10-552, 56-11-20, 56-11-40, 56-19-420, 56-35-50, 57-3-180, 58-23-50, 58-23-1120, 59-67-20, 59-67-260, 59-67-570, 61-6-2900, 61-6-4250, AND 61-6-4290, RELATING TO THE SOUTH CAROLINA LAW ENFORCEMENT TRAINING COUNCIL, THE SOUTH CAROLINA LAW ENFORCEMENT OFFICERS HALL OF FAME COMMITTEE, RESERVE DETENTION OFFICERS, THE UNLAWFUL SALE OR DISPOSAL OF PERSONAL PROPERTY SUBJECT TO A SECURITY INTEREST, INSURANCE FRAUD AND REPORTING IMMUNITY, MOTOR VEHICLE THEFT AND THE MOTOR VEHICLE INSURANCE FRAUD-REPORTING IMMUNITY ACT, THE IMPLEMENTATION OF THE METRIC SYSTEM, THE STATEWIDE NETWORK OF MASS TRANSIT SYSTEMS, THE EMERGENCY HEALTH POWERS ACT, ACTIVITIES OF THE MARITIME SECURITY COMMISSION AND THE NAVAL MILITIA, MOTOR VEHICLE DRIVERS"" LICENSES, CARRYING AND DISPLAY OF A DRIVER'S LICENSE, THE COMMERCIAL DRIVER'S LICENSE DRUG TESTING ACT, THE REGISTRATION AND LICENSING OF MOTOR VEHICLES, NASCAR SPECIAL LICENSE PLATES, THE  DEFINITION OF CERTAIN TERMS, THE INVESTIGATION OF TRAFFIC ACCIDENTS, CORONER REPORTS, ACCIDENT REPORTS, DRIVING UNDER THE INFLUENCE OF ALCOHOL OR DRUGS, THE OPERATION OF MOTORCYCLES ALONG THE STATE'S HIGHWAYS, UNLAWFUL USE OF WIRELESS DEVICES WHILE OPERATING MOTOR VEHICLES, COMMERCIAL MOTOR VEHICLES AND THEIR DRIVERS, MOTOR VEHICLE INSPECTIONS, SAFETY BELT EDUCATION PROGRAMS, THE REGULATION OF TRAFFIC TRAVELING ALONG THE STATE'S HIGHWAYS, THE PRINTING, ORDERING AND ISSUANCE OF TRAFFIC TICKETS, VERIFICATION OF MOTOR VEHICLE INSURANCE, THE CONFISCATION OF REGISTRATION CERTIFICATES AND LICENSE PLATES, THE UNINSURED ENFORCEMENT FUND, THE ROAD TAX ON MOTOR CARRIERS, MOTOR VEHICLE CERTIFICATES OF TITLE, DIESEL IDLING RESTRICTIONS, CERTAIN PERMITS ISSUED BY THE DEPARTMENT OF TRANSPORTATION, MOTOR VEHICLE CARRIERS, THE TRANSPORTATION OF SCHOOL CHILDREN, AND THE TRANSPORTATION OF ALCOHOLIC BEVERAGES, ALL SO AS TO DELETE THE TERM ""DEPARTMENT OF PUBLIC SAFETY"" AND REPLACE IT WITH THE TERM ""DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY"", OR ""DIVISION OF PUBLIC SAFETY""; AND BY AMENDING SECTIONS 23-3-10, 23-3-680, AND 23-3-690, ALL RELATING TO THE CREATION OF THE STATE LAW ENFORCEMENT DIVISION, SO AS TO PROVIDE THAT ITS DUTIES AND FUNCTIONS ARE TRANSFERRED TO THE DEPARTMENT OF LAW ENFORCEMENT AND PUBLIC SAFETY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3126.docx
H. 3127,Failure to stop a motor vehicle,,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-750, RELATING TO FAILURE TO STOP MOTOR VEHICLES WHEN SIGNALED BY LAW ENFORCEMENT VEHICLES, SO AS TO PROVIDE THAT WHERE CERTAIN AGGRAVATING CIRCUMSTANCES OCCUR THE OFFENDER IS GUILTY OF A FELONY, AND TO PROVIDE PENALTIES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3127.docx
H. 3128,"Parole, pardon, and clemency hearings",Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 24-21-50, RELATING TO THE CONDUCT OF PAROLE, PARDON, AND CLEMENCY HEARINGS, SO AS TO PROVIDE POTENTIAL PAROLEES BEING CONSIDERED FOR PAROLE OR THEIR COUNSEL HAVE A RIGHT TO CONFRONT WITNESSES THAT APPEAR BEFORE THE BOARD DURING THEIR HEARINGS, AND ALL TESTIMONY PRESENTED AT PAROLE HEARINGS MUST BE TAKEN UNDER OATH.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3128.docx
H. 3129,Personal Delivery Devices,Rep. Rutherford,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 5 TO CHAPTER 2, TITLE 56 SO AS TO PROVIDE DEFINITIONS AND TO PROVIDE PROVISIONS FOR THE OPERATION OF PERSONAL DELIVERY DEVICES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3129.docx
H. 3130,Conditional release,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 4 TO CHAPTER 13, TITLE 24 SO AS TO PROVIDE THE DIRECTOR OF THE DEPARTMENT OF CORRECTIONS MAY CONDITIONALLY RELEASE INMATES WHO ARE SERVING SENTENCES FOR THE UNLAWFUL POSSESSION, MANUFACTURE, SALE, OR DISTRIBUTION OF CONTROLLED SUBSTANCES, AND OFFER THE INMATES THE OPPORTUNITY TO ENROLL IN CHEMICAL DEPENDENCY TREATMENT PROGRAMS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3130.docx
H. 3131,Law enforcement,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-1-235 SO AS TO PROVIDE LAW ENFORCEMENT AGENCIES SHALL NOT PURCHASE CELL-SITE SIMULATOR TECHNOLOGY OR DEVICES, TO PROVIDE LAW ENFORCEMENT AGENCIES THAT CURRENTLY POSSESS OR USE CELL-SITE SIMULATOR TECHNOLOGY SHALL DISCONTINUE THEIR USE AND DISCARD THE TECHNOLOGY OR DEVICES, AND TO DEFINE THE TERM ""CELL-SITE SIMULATOR TECHNOLOGY.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3131.docx
H. 3132,"Special license plate, Sons of Confederate veterans",Rep. Rutherford,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-3-4800, RELATING TO SONS OF CONFEDERATE VETERANS LICENSE PLATES, DISTRIBUTION OF FEES, AND PREPAID APPLICATIONS, SO AS TO PROVIDE THESE LICENSE PLATES SHALL NOT CONTAIN A CONFEDERATE FLAG, AND TO PROVIDE UPON REVALIDATION OF THESE SPECIAL LICENSE PLATES, SPECIAL LICENSE PLATES THAT DO NOT CONTAIN A CONFEDERATE FLAG MUST BE ISSUED TO REPLACE SPECIAL LICENSE PLATES THAT CONTAIN CONFEDERATE FLAGS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3132.docx
H. 3133,"Registration plate, illumination",Rep. Rutherford,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-4530, RELATING TO ILLUMINATION OF REAR REGISTRATION PLATES, SO AS TO MAKE A TECHNICAL CHANGE, AND TO PROVIDE VEHICLES MAY NOT BE STOPPED FOR HAVING INOPERABLE TAIL LAMPS OR SEPARATE LAMPS IN THE ABSENCE OF A VIOLATION OF ANOTHER LAW.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3133.docx
H. 3134,Law enforcement,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-1-235 SO AS TO PROVIDE LAW ENFORCEMENT AGENCIES SHALL NOT PURCHASE CELL-SITE SIMULATOR TECHNOLOGY FROM COMPANIES THAT REQUIRE THE PURCHASERS OF THIS EQUIPMENT TO ENTER INTO NONDISCLOSURE AGREEMENTS AND TO DEFINE THE TERM ""CELL-SITE SIMULATOR TECHNOLOGY.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3134.docx
H. 3135,Prisoners,Rep. Rutherford,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 24-13-185 SO AS TO PROVIDE INMATES SHALL NOT BE DENIED VISITATION RIGHTS UNDER CERTAIN CIRCUMSTANCES AND TO PROVIDE ELECTRONIC COMMUNICATION DEVICES MAY BE USED TO ALLOW INMATES TO COMMUNICATE WITH VISITORS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3135.docx
H. 3136,"Driver's license, surrendered",Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 56-1-557 SO AS TO PROVIDE THAT WHEN A PERSON APPEALS A CONVICTION THAT REQUIRES THE SUSPENSION OF HIS DRIVER'S LICENSE, THE DRIVER'S LICENSE SUSPENSION MUST BE STAYED WHILE THE CASE IS BEING APPEALED OR WHEN A PETITION FOR REHEARING HAS BEEN FILED; AND TO AMEND SECTION 56-1-365, RELATING TO A PERSON WHO SURRENDERS HIS DRIVER'S LICENSE, SO AS TO PROVIDE THAT THE DEPARTMENT OF MOTOR VEHICLES MAY NOT SUSPEND A PERSON'S DRIVER'S LICENSE IF IT FAILS TO RECEIVE NOTICE OF A CONVICTION THAT REQUIRES THE LICENSE TO BE SUSPENDED WITHIN THIRTY DAYS OF THE CONVICTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3136.docx
H. 3137,Texting while driving,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-3890, RELATING TO UNLAWFUL USE OF WIRELESS ELECTRONIC COMMUNICATION DEVICES WHILE OPERATING MOTOR VEHICLES, SO AS TO DEFINE THE TERM ""GREAT BODILY INJURY,"" AND REVISE THE PENALTIES FOR VIOLATIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3137.docx
H. 3138,"Speed limits, minimums",Rep. Rutherford,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-1560, RELATING TO THE ESTABLISHMENT OF MINIMUM SPEED LIMITS ALONG THE STATE'S HIGHWAYS, SO AS TO PROVIDE THE MINIMUM SPEED LIMITS ALONG HIGHWAYS WITH MAXIMUM POSTED SPEED LIMITS OF SEVENTY MILES AN HOUR IS FIFTY MILES AN HOUR.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3138.docx
H. 3139,"Warrant, execution",Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-1-255 SO AS TO PROVIDE PROCEDURES FOR EXECUTING A WARRANT, PENALTIES FOR VIOLATING THESE PROCEDURES, AND A CIVIL REMEDY FOR A PERSON AGGRIEVED FOR A VIOLATION OF THESE PROCEDURES; AND BY AMENDING SECTION 23-23-80, RELATING TO SOUTH CAROLINA LAW ENFORCEMENT TRAINING COUNCIL, POWERS, AND DUTIES, SO AS TO AUTHORIZE THE COUNCIL TO ESTABLISH A COURSE TO TRAIN LAW ENFORCEMENT OFFICERS ON ASPECTS OF EXECUTING WARRANTS AND MINIMUM STANDARDS FOR CERTIFICATION AND RECERTIFICATION OF LAW ENFORCEMENT OFFICERS AS ELIGIBLE TO CONDUCT THE EXECUTION OF WARRANTS, AND PROMULGATE REGULATIONS TO IMPLEMENT THIS PROVISION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3139.docx
H. 3140,Juvenile sex offenders,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-3-464 SO AS TO PROVIDE THE PROCEDURE TO ALLOW CERTAIN REGISTERED JUVENILE SEX OFFENDERS' NAMES TO BE REMOVED FROM THE SEX OFFENDER REGISTRY, AND TO PROVIDE A PROCEDURE TO ALLOW CERTAIN JUVENILES WHO HAVE BEEN ADJUDICATED DELINQUENT BY THE FAMILY COURT FOR COMMITTING CERTAIN OFFENSES TO BE PLACED ON THE SEX OFFENDER REGISTRY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3140.docx
H. 3141,Inmate monthly in-person meetings,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 24-3-990 SO AS TO PROVIDE INMATES CONFINED IN STATE OR LOCAL DETENTION FACILITIES MUST BE ALLOWED AT LEAST ONE IN-PERSON MEETING EACH MONTH AND TO DEFINE THE TERM ""IN-PERSON MEETING.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3141.docx
H. 3142,Penalties for driving offenses,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-1-460, RELATING TO PENALTIES IMPOSED FOR DRIVING MOTOR VEHICLES WHEN A PERSON'S DRIVER'S LICENSE IS CANCELED, SUSPENDED, OR REVOKED, SO AS TO REVISE THE PENALTIES FOR THIRD OR SUBSEQUENT OFFENSES, AND MAKE TECHNICAL CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3142.docx
H. 3143,Pardons,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 24-21-925 SO AS TO PROVIDE LIMITED PARDONS MAY BE GRANTED TO PERSONS WHO HAVE BEEN CONVICTED OF FELONY OFFENSES THAT ARE NOT CONSIDERED ""CRIMES OF VIOLENCE,"" THAT WOULD ALLOW THEM TO POSSESS FIREARMS FOR THE PURPOSE OF HUNTING ONLY, AND TO PROVIDE AN APPLICATION FEE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3143.docx
H. 3144,Inmate legal counsel access,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS, BY ADDING SECTION 24-3-990 SO AS TO PROVIDE INMATES CONFINED TO STATE, COUNTY, OR MUNICIPAL DETENTION FACILITIES SHALL NOT BE PROHIBITED ACCESS TO LEGAL COUNSEL WHEN REQUESTED UNDER CERTAIN CIRCUMSTANCES AND TO DEFINE THE TERM ""IN-PERSON MEETING.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3144.docx
H. 3145,Collection of motor vehicle stop data,Rep. Rutherford,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-6560, RELATING TO COLLECTION OF MOTOR VEHICLE STOP DATA REGARDING AGE, GENDER, AND RACE OF DRIVERS AND THE DEVELOPMENT OF DATABASE REPORTS, SO AS TO PROVIDE THIS PROVISION APPLIES ALSO TO MOTOR VEHICLE STOPS WHERE OFFICERS ISSUE CITATIONS OR MAKE ARRESTS AND TO REVISE THE PROVISION THAT REQUIRES COMMITTEES OF THE GENERAL ASSEMBLY TO REVIEW THE PROVISIONS CONTAINED IN THIS SECTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3145.docx
H. 3146,Limiting public access to certain information during a hearing,Rep. Rutherford,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 17-25-40 SO AS TO PROVIDE AT THE TIME OF SENTENCING DEFENDANTS CONVICTED OF CERTAIN CRIMES MAY SEEK TO AND THE COURT MAY LIMIT PUBLIC ACCESS TO CERTAIN INFORMATION PRESENTED DURING THESE HEARINGS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3146.docx
H. 3147,Inmate telephonic communications,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 24-3-975 SO AS TO PROVIDE STATE, COUNTY, OR MUNICIPAL JAIL, OR DETENTION FACILITIES SHALL NOT INTERCEPT, RECORD, MONITOR, OR DIVULGE TELEPHONIC COMMUNICATIONS BETWEEN INMATES AND OTHER PERSONS UNDER CERTAIN CIRCUMSTANCES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3147.docx
H. 3148,Suspended license,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 56-1-555 SO AS TO PROVIDE INDIVIDUALS MAY NOT BE PLACED UNDER CUSTODIAL ARREST WHEN STOPPED FOR OPERATING MOTOR VEHICLES WITH SUSPENDED DRIVERS' LICENSES UNDER CERTAIN CIRCUMSTANCES, AND TO PROVIDE FOR THE REINSTATEMENT OF THE INDIVIDUALS' DRIVERS' LICENSES AND THE DISMISSAL OF THE DRIVING WHILE UNDER SUSPENSION CHARGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3148.docx
H. 3149,Motor vehicle offenses decriminalized,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-1520, RELATING TO MAXIMUM SPEED LIMITS, SO AS TO REVISE THE PENALTIES FOR VIOLATIONS; BY AMENDING SECTION 56-5-5015, RELATING TO THE OPERATION OF MOTOR VEHICLES EQUIPPED WITH SUNSCREEN DEVICES, SO AS TO REVISE THE PENALTIES FOR VIOLATIONS; BY AMENDING SECTION 56-5-6190, RELATING TO THE CLASSIFICATION OF CERTAIN CRIMES AS MISDEMEANORS AND FELONIES, SO AS TO PROVIDE PERSONS CONVICTED OF VIOLATIONS OF PROVISIONS FOR WHICH OTHER PENALTIES ARE NOT PROVIDED SHALL BE FINED NOT MORE THAN ONE HUNDRED DOLLARS; AND BY REPEALING SECTION 56-5-730 RELATING TO THE CLASSIFICATION OF CERTAIN OFFENSES AS MISDEMEANORS UNLESS OTHERWISE DECLARED.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3149.docx
H. 3150,Custodial arest,Rep. Rutherford,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 56-7-90 SO AS TO PROVIDE THAT PERSONS MAY NOT BE PLACED UNDER CUSTODIAL ARREST WHEN THEY ARE CHARGED WITH CERTAIN TRAFFIC OFFENSES FOR WHICH A UNIFORM TRAFFIC TICKET IS ISSUED.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3150.docx
H. 3151,Sunscreen devices,Rep. Rutherford,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-5015, RELATING TO SUNSCREEN DEVICES, SO AS TO REVISE THE PERMITTED LEVEL OF LIGHT TRANSMISSION FOR SUNSCREENING DEVICES INSTALLED ON THE WINDSHIELDS, SIDE WINDOWS, AND REAR WINDOWS OF MOTOR VEHICLES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3151.docx
H. 3152,Speedometers,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 56-5-4905 SO AS TO PROVIDE IT IS UNLAWFUL TO OPERATE MOTOR VEHICLES ALONG A HIGHWAY WITHOUT SPEEDOMETERS MAINTAINED IN GOOD WORKING ORDER, TO PROVIDE A PENALTY FOR VIOLATIONS OF THIS PROVISION, AND TO PROVIDE PERSONS CHARGED WITH OPERATING MOTOR VEHICLES TWENTY MILES AN HOUR OR LESS IN EXCESS OF THE POSTED SPEED LIMITS THAT CAN PROVE THEIR VEHICLES' SPEEDOMETERS WERE NOT IN GOOD WORKING ORDER, MUST BE CHARGED WITH OPERATING MOTOR VEHICLES WITHOUT SPEEDOMETERS THAT ARE MAINTAINED IN GOOD WORKING ORDER.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3152.docx
H. 3153,Tests for marijuana,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 24-21-430, RELATING TO CONDITIONS OF PROBATION, SO AS TO PROVIDE TESTS FOR THE PRESENCE OF MARIJUANA MAY NOT BE PERFORMED DURING URINALYSES OR BLOOD TESTS PERFORMED ON PROBATIONERS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3153.docx
H. 3154,Restitution,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 24-21-490, RELATING TO COLLECTION AND DISTRIBUTION OF AN OFFENDER'S RESTITUTION, SO AS TO PROVIDE THE DEPARTMENT OF PROBATION, PAROLE AND PARDON SERVICES SHALL CONSIDER AN OFFENDER'S ABILITY TO MAKE RESTITUTION WHEN IT DETERMINES THE AMOUNT OF HIS MONTHLY PAYMENT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3154.docx
H. 3155,Automatic license plate readers,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-1-235 SO AS TO DEFINE CERTAIN TERMS, TO PROVIDE ONLY CERTAIN ENTITIES MAY USE AN AUTOMATIC LICENSE PLATE READER SYSTEM, TO PROVIDE THE LOCATIONS WHERE THE SYSTEM MAY BE INSTALLED, TO PROVIDE HOW INFORMATION OBTAINED THROUGH THE SYSTEM MAY BE USED, AND TO PROVIDE A PENALTY FOR VIOLATIONS OF THIS PROVISION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3155.docx
